# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-p" "-a" "data/annotation/union_peaks.saf" "-F" "SAF" "-o" "results/featurecounts/SRX16311691_featureCounts.txt" "results/mapping/SRX16311691.bam" 
Geneid	Chr	Start	End	Strand	Length	results/mapping/SRX16311691.bam
peak_591	chr1	60862910	60863747	.	838	486
peak_592	chr1	60865235	60865508	.	274	393
peak_593	chr1	60868504	60868700	.	197	100
peak_594	chr1	60912991	60913620	.	630	388
peak_595	chr1	60916227	60916757	.	531	340
peak_596	chr1	60937164	60937653	.	490	413
peak_597	chr1	60941161	60941567	.	407	219
peak_598	chr1	60961150	60961369	.	220	145
peak_599	chr1	61638689	61639085	.	397	310
peak_600	chr1	61771275	61771503	.	229	187
peak_601	chr1	62051480	62051759	.	280	229
peak_602	chr1	62175105	62175410	.	306	148
peak_603	chr1	62229095	62229514	.	420	318
peak_604	chr1	62283559	62284118	.	560	465
peak_605	chr1	62414591	62415019	.	429	421
peak_606	chr1	62483071	62483512	.	442	541
peak_607	chr1	62591854	62592521	.	668	234
peak_608	chr1	62608728	62609016	.	289	54
peak_609	chr1	62678682	62679312	.	631	712
peak_610	chr1	62691261	62691510	.	250	103
peak_611	chr1	62697062	62697255	.	194	107
peak_612	chr1	62701004	62701416	.	413	596
peak_613	chr1	62702881	62704022	.	1142	969
peak_614	chr1	62706345	62706732	.	388	156
peak_615	chr1	62720098	62720689	.	592	570
peak_616	chr1	62721406	62721678	.	273	401
peak_617	chr1	62736558	62736849	.	292	206
peak_618	chr1	62750508	62750688	.	181	103
peak_619	chr1	62760065	62760450	.	386	400
peak_620	chr1	62766972	62767209	.	238	275
peak_621	chr1	62770634	62770976	.	343	152
peak_622	chr1	62774293	62774658	.	366	359
peak_623	chr1	63113462	63114842	.	1381	1321
peak_624	chr1	63119809	63120019	.	211	90
peak_625	chr1	63176426	63177379	.	954	879
peak_626	chr1	63181051	63181377	.	327	1020
peak_627	chr1	63730268	63730833	.	566	448
peak_628	chr1	64078392	64078818	.	427	192
peak_629	chr1	64121227	64122638	.	1412	3277
peak_630	chr1	64189365	64190033	.	669	716
peak_631	chr1	64191588	64191987	.	400	266
peak_632	chr1	64192863	64193489	.	627	316
peak_633	chr1	64198924	64199163	.	240	155
peak_634	chr1	64249794	64250030	.	237	30
peak_635	chr1	64290092	64290502	.	411	340
peak_636	chr1	64295257	64295968	.	712	620
peak_637	chr1	64301175	64302063	.	889	589
peak_638	chr1	64302798	64303384	.	587	625
peak_639	chr1	64305346	64306011	.	666	682
peak_640	chr1	64308567	64308884	.	318	204
peak_641	chr1	64343362	64343564	.	203	110
peak_642	chr1	64367085	64367277	.	193	86
peak_643	chr1	64373838	64374251	.	414	210
peak_644	chr1	64374537	64375130	.	594	770
peak_645	chr1	64376521	64376737	.	217	153
peak_646	chr1	64377811	64378046	.	236	143
peak_647	chr1	64446097	64446330	.	234	260
peak_648	chr1	64482093	64482493	.	401	875
peak_649	chr1	64485432	64485662	.	231	86
peak_650	chr1	64529757	64530311	.	555	248
peak_651	chr1	64530772	64531306	.	535	426
peak_652	chr1	64532000	64533315	.	1316	2633
peak_653	chr1	64543842	64544028	.	187	104
peak_654	chr1	64597781	64598146	.	366	176
peak_655	chr1	64600708	64600987	.	280	244
peak_656	chr1	64616566	64617915	.	1350	855
peak_657	chr1	64621398	64621618	.	221	130
peak_658	chr1	64690440	64691436	.	997	2034
peak_659	chr1	64691573	64691746	.	174	124
peak_660	chr1	64717582	64717811	.	230	215
peak_661	chr1	64737442	64738209	.	768	1687
peak_662	chr1	64797282	64797569	.	288	312
peak_663	chr1	64876295	64876612	.	318	407
peak_664	chr1	64925713	64926106	.	394	966
peak_665	chr1	64927823	64928220	.	398	377
peak_666	chr1	64928381	64928851	.	471	337
peak_667	chr1	64956497	64956907	.	411	189
peak_668	chr1	65010225	65010453	.	229	160
peak_669	chr1	65090462	65090677	.	216	148
peak_670	chr1	65112884	65113110	.	227	142
peak_671	chr1	65178053	65179414	.	1362	1947
peak_672	chr1	65186294	65186998	.	705	1797
peak_673	chr1	65536319	65536524	.	206	125
peak_674	chr1	66700649	66701201	.	553	930
peak_675	chr1	66815819	66816303	.	485	446
peak_676	chr1	66816834	66818300	.	1467	1712
peak_677	chr1	66862691	66863529	.	839	872
peak_678	chr1	67038613	67039025	.	413	351
peak_679	chr1	67061534	67061744	.	211	131
peak_680	chr1	69687113	69687977	.	865	744
peak_681	chr1	69688882	69689327	.	446	377
peak_682	chr1	70855913	70856294	.	382	234
peak_683	chr1	71079300	71079458	.	159	47
peak_684	chr1	71102366	71103392	.	1027	1927
peak_685	chr1	71556818	71557450	.	633	1427
peak_686	chr1	71729014	71729246	.	233	141
peak_687	chr1	71735678	71735868	.	191	82
peak_688	chr1	71974788	71975071	.	284	193
peak_689	chr1	71988201	71988426	.	226	132
peak_690	chr1	72106725	72106948	.	224	124
peak_691	chr1	72212006	72212447	.	442	210
peak_692	chr1	72214530	72214954	.	425	325
peak_693	chr1	72225765	72226781	.	1017	428
peak_694	chr1	72236364	72237185	.	822	298
peak_695	chr1	72243664	72244683	.	1020	1130
peak_696	chr1	72254608	72255774	.	1167	1321
peak_697	chr1	72261625	72262013	.	389	156
peak_698	chr1	72283989	72284496	.	508	1163
peak_699	chr1	72307242	72307805	.	564	526
peak_700	chr1	72428602	72428921	.	320	168
peak_701	chr1	72429153	72429566	.	414	211
peak_702	chr1	72582782	72583566	.	785	1615
peak_703	chr1	72686774	72687139	.	366	163
peak_704	chr1	72710785	72711548	.	764	348
peak_705	chr1	72963402	72963818	.	417	324
peak_706	chr1	73902381	73902647	.	267	224
peak_707	chr1	73936624	73936923	.	300	187
peak_708	chr1	73999088	73999386	.	299	355
peak_709	chr1	74007453	74008173	.	721	415
peak_710	chr1	74025101	74025474	.	374	159
peak_711	chr1	74034640	74035095	.	456	618
peak_712	chr1	74036650	74037303	.	654	313
peak_713	chr1	74038984	74039337	.	354	312
peak_714	chr1	74052977	74053751	.	775	679
peak_715	chr1	74055757	74055934	.	178	100
peak_716	chr1	74077400	74077662	.	263	209
peak_717	chr1	74082936	74083151	.	216	118
peak_718	chr1	74094522	74094848	.	327	293
peak_719	chr1	74125177	74125603	.	427	468
peak_720	chr1	74133942	74134274	.	333	249
peak_721	chr1	74196059	74196253	.	195	119
peak_722	chr1	74200891	74201355	.	465	189
peak_723	chr1	74227320	74227666	.	347	753
peak_724	chr1	74236100	74237304	.	1205	975
peak_725	chr1	74248794	74249205	.	412	974
peak_726	chr1	74250215	74250427	.	213	110
peak_727	chr1	74258806	74258995	.	190	111
peak_728	chr1	74284176	74285284	.	1109	3483
peak_729	chr1	74287260	74287450	.	191	24
peak_730	chr1	74295325	74296083	.	759	940
peak_731	chr1	74303680	74304656	.	977	622
peak_732	chr1	74313415	74313642	.	228	177
peak_733	chr1	74332240	74332796	.	557	860
peak_734	chr1	74361931	74362199	.	269	304
peak_735	chr1	74367999	74369328	.	1330	1184
peak_736	chr1	74369885	74370350	.	466	464
peak_737	chr1	74374987	74375689	.	703	948
peak_738	chr1	74376481	74376882	.	402	167
peak_739	chr1	74381436	74381986	.	551	430
peak_740	chr1	74386623	74387359	.	737	1463
peak_741	chr1	74391291	74392382	.	1092	1402
peak_742	chr1	74397028	74398466	.	1439	1599
peak_743	chr1	74434646	74434889	.	244	129
peak_744	chr1	74438084	74438333	.	250	197
peak_745	chr1	74505464	74506422	.	959	1857
peak_746	chr1	74587612	74588601	.	990	2394
peak_747	chr1	74601145	74601562	.	418	326
peak_748	chr1	74661420	74662080	.	661	1019
peak_749	chr1	74702134	74702564	.	431	159
peak_750	chr1	74715583	74715879	.	297	314
peak_751	chr1	74748861	74749059	.	199	102
peak_752	chr1	74773138	74773444	.	307	265
peak_753	chr1	74775848	74776106	.	259	192
peak_754	chr1	74787915	74788227	.	313	333
peak_755	chr1	74808169	74808422	.	254	250
peak_756	chr1	74816883	74817295	.	413	424
peak_757	chr1	74854760	74854992	.	233	142
peak_758	chr1	75124552	75125356	.	805	1431
peak_759	chr1	75141497	75141901	.	405	217
peak_760	chr1	75142317	75143265	.	949	974
peak_761	chr1	75168449	75169134	.	686	1234
peak_762	chr1	75179960	75180596	.	637	690
peak_763	chr1	75187970	75188234	.	265	169
peak_764	chr1	75191636	75192387	.	752	1807
peak_765	chr1	75192517	75192839	.	323	260
peak_766	chr1	75210427	75211088	.	662	801
peak_767	chr1	75218267	75218991	.	725	258
peak_768	chr1	75219141	75219569	.	429	437
peak_769	chr1	75234672	75234930	.	259	411
peak_770	chr1	75236103	75237400	.	1298	1339
peak_771	chr1	75244936	75245169	.	234	163
peak_772	chr1	75251401	75251912	.	512	272
peak_773	chr1	75254338	75254591	.	254	144
peak_774	chr1	75316957	75318147	.	1191	5448
peak_775	chr1	75398725	75399426	.	702	381
peak_776	chr1	75399817	75400477	.	661	477
peak_777	chr1	75400822	75401068	.	247	130
peak_778	chr1	75435861	75436205	.	345	293
peak_779	chr1	75445802	75446021	.	220	168
peak_780	chr1	75460615	75462662	.	2048	216
peak_781	chr1	75467674	75467899	.	226	135
peak_782	chr1	75479045	75479678	.	634	660
peak_783	chr1	75521345	75522063	.	719	847
peak_784	chr1	75532268	75532535	.	268	192
peak_785	chr1	75559298	75559842	.	545	552
peak_786	chr1	76570310	76570877	.	568	7
peak_787	chr1	77279635	77279873	.	239	155
peak_788	chr1	77280471	77281269	.	799	522
peak_789	chr1	77515081	77515296	.	216	190
peak_790	chr1	77516331	77516541	.	211	159
peak_791	chr1	77832198	77832548	.	351	515
peak_792	chr1	78488519	78489389	.	871	689
peak_793	chr1	78490199	78490419	.	221	155
peak_794	chr1	78537544	78537989	.	446	424
peak_795	chr1	78573725	78574682	.	958	22
peak_796	chr1	78657591	78658395	.	805	1255
peak_797	chr1	78666046	78666329	.	284	148
peak_798	chr1	78702911	78703284	.	374	348
peak_799	chr1	79669670	79669920	.	251	139
peak_800	chr1	79671254	79671472	.	219	147
peak_801	chr1	79671897	79672263	.	367	155
peak_802	chr1	79738846	79739108	.	263	168
peak_803	chr1	79741074	79741354	.	281	149
peak_804	chr1	79751094	79751637	.	544	250
peak_805	chr1	79757678	79757928	.	251	122
peak_806	chr1	79761605	79761910	.	306	561
peak_807	chr1	79762834	79763086	.	253	162
peak_808	chr1	79775908	79776491	.	584	999
peak_809	chr1	79786619	79786908	.	290	325
peak_810	chr1	79825001	79825427	.	427	196
peak_811	chr1	79848565	79849067	.	503	636
peak_812	chr1	79853599	79853885	.	287	149
peak_813	chr1	79858376	79858816	.	441	199
peak_814	chr1	80340100	80341289	.	1190	2121
peak_815	chr1	80401883	80402305	.	423	507
peak_816	chr1	80408616	80408841	.	226	136
peak_817	chr1	80454081	80454331	.	251	124
peak_818	chr1	80635531	80636127	.	597	238
peak_819	chr1	80637154	80637772	.	619	437
peak_820	chr1	80646627	80646922	.	296	213
peak_821	chr1	80655218	80655581	.	364	366
peak_822	chr1	80659495	80659772	.	278	308
peak_823	chr1	80660530	80660718	.	189	89
peak_824	chr1	80665002	80665553	.	552	488
peak_825	chr1	80665828	80666215	.	388	208
peak_826	chr1	80670437	80670665	.	229	97
peak_827	chr1	80671822	80672071	.	250	120
peak_828	chr1	80700277	80700520	.	244	68
peak_829	chr1	80722752	80722990	.	239	224
peak_830	chr1	80758435	80758717	.	283	181
peak_831	chr1	82283029	82283634	.	606	614
peak_832	chr1	82316227	82317126	.	900	833
peak_833	chr1	82724714	82725241	.	528	840
peak_834	chr1	82839237	82839814	.	578	522
peak_835	chr1	82924767	82924999	.	233	129
peak_836	chr1	84198969	84199213	.	245	284
peak_837	chr1	84213030	84213373	.	344	86
peak_838	chr1	84217856	84218194	.	339	237
peak_839	chr1	84218500	84218918	.	419	216
peak_840	chr1	84241499	84241732	.	234	141
peak_841	chr1	84245303	84245683	.	381	592
peak_842	chr1	84250862	84251500	.	639	375
peak_843	chr1	84284390	84284764	.	375	234
peak_844	chr1	84286741	84287118	.	378	207
peak_845	chr1	84302772	84303105	.	334	199
peak_846	chr1	84317835	84318243	.	409	272
peak_847	chr1	84350199	84350637	.	439	537
peak_848	chr1	84363263	84363525	.	263	183
peak_849	chr1	84406929	84407276	.	348	350
peak_850	chr1	84426549	84427154	.	606	406
peak_851	chr1	84428656	84428927	.	272	139
peak_852	chr1	84437624	84437897	.	274	167
peak_853	chr1	84561872	84562286	.	415	442
peak_854	chr1	84581913	84582093	.	181	116
peak_855	chr1	84839246	84839953	.	708	946
peak_856	chr1	84924155	84924435	.	281	181
peak_857	chr1	84935755	84936171	.	417	288
peak_858	chr1	84957670	84958042	.	373	191
peak_859	chr1	84958598	84959009	.	412	84
peak_860	chr1	84963479	84964194	.	716	18
peak_861	chr1	84987248	84987832	.	585	23
peak_862	chr1	84994973	84995189	.	217	12
peak_863	chr1	85033546	85033812	.	267	26
peak_864	chr1	85086145	85086859	.	715	31
peak_865	chr1	85101626	85102121	.	496	51
peak_866	chr1	85105384	85105703	.	320	23
peak_867	chr1	85111484	85112215	.	732	122
peak_868	chr1	85112704	85113498	.	795	23
peak_869	chr1	85120228	85120561	.	334	19
peak_870	chr1	85195698	85196398	.	701	5
peak_871	chr1	85198320	85199658	.	1339	45
peak_872	chr1	85206684	85207049	.	366	7
peak_873	chr1	85243159	85243543	.	385	33
peak_874	chr1	85243793	85244157	.	365	6
peak_875	chr1	85246759	85248111	.	1353	131
peak_876	chr1	85254574	85255256	.	683	21
peak_877	chr1	85256128	85257324	.	1197	58
peak_878	chr1	85287156	85287362	.	207	95
peak_879	chr1	85308709	85308961	.	253	1
peak_880	chr1	85451717	85452071	.	355	25
peak_881	chr1	85484777	85486219	.	1443	35
peak_882	chr1	85503717	85504305	.	589	4
peak_883	chr1	85522910	85523567	.	658	2
peak_884	chr1	85543795	85544172	.	378	124
peak_885	chr1	85544718	85545162	.	445	195
peak_886	chr1	85573701	85574157	.	457	39
peak_887	chr1	85581647	85581881	.	235	57
peak_888	chr1	85598375	85599067	.	693	137
peak_889	chr1	85600497	85601317	.	821	434
peak_890	chr1	85604225	85604576	.	352	23
peak_891	chr1	85703301	85704193	.	893	1901
peak_892	chr1	85735608	85736198	.	591	874
peak_893	chr1	85736365	85736789	.	425	424
peak_894	chr1	85751182	85752028	.	847	1151
peak_895	chr1	85774972	85775338	.	367	191
peak_896	chr1	85793139	85793907	.	769	1034
peak_897	chr1	85827841	85828082	.	242	153
peak_898	chr1	85838065	85838392	.	328	643
peak_899	chr1	85853390	85853622	.	233	242
peak_900	chr1	85894304	85896042	.	1739	2270
peak_901	chr1	85896816	85897028	.	213	89
peak_902	chr1	85961021	85961247	.	227	122
peak_903	chr1	86007901	86008099	.	199	127
peak_904	chr1	86038219	86038480	.	262	125
peak_905	chr1	86040870	86041181	.	312	185
peak_906	chr1	86059263	86059749	.	487	502
peak_907	chr1	86064195	86064971	.	777	1201
peak_908	chr1	86154412	86154885	.	474	977
peak_909	chr1	86178911	86179198	.	288	426
peak_910	chr1	86190858	86191175	.	318	255
peak_911	chr1	86194111	86194359	.	249	167
peak_912	chr1	86214200	86214615	.	416	1145
peak_913	chr1	86215306	86215580	.	275	180
peak_914	chr1	86216519	86216773	.	255	223
peak_915	chr1	86229279	86230026	.	748	902
peak_916	chr1	86233821	86234455	.	635	618
peak_917	chr1	86235173	86235422	.	250	143
peak_918	chr1	86263456	86264171	.	716	476
peak_919	chr1	86303057	86303308	.	252	163
peak_920	chr1	86339514	86339709	.	196	144
peak_921	chr1	86344425	86344648	.	224	169
peak_922	chr1	86358528	86360113	.	1586	3040
peak_923	chr1	86363789	86364032	.	244	231
peak_924	chr1	86372062	86372410	.	349	253
peak_925	chr1	86380949	86381373	.	425	385
peak_926	chr1	86398424	86398685	.	262	192
peak_927	chr1	86399378	86399679	.	302	327
peak_928	chr1	86402337	86402568	.	232	165
peak_929	chr1	86406352	86406725	.	374	241
peak_930	chr1	86407029	86407280	.	252	149
peak_931	chr1	86417000	86417346	.	347	323
peak_932	chr1	86430018	86430454	.	437	547
peak_933	chr1	86433896	86434913	.	1018	2089
peak_934	chr1	86440541	86440851	.	311	583
peak_935	chr1	86441345	86443109	.	1765	1938
peak_936	chr1	86470611	86470976	.	366	147
peak_937	chr1	86479132	86479456	.	325	372
peak_938	chr1	86487110	86488025	.	916	1662
peak_939	chr1	86492312	86493029	.	718	567
peak_940	chr1	86499944	86500199	.	256	347
peak_941	chr1	86501526	86501947	.	422	355
peak_942	chr1	86503465	86504862	.	1398	1792
peak_943	chr1	86509408	86509862	.	455	830
peak_944	chr1	86513076	86513318	.	243	143
peak_945	chr1	86515874	86516419	.	546	388
peak_946	chr1	86524759	86527394	.	2636	4077
peak_947	chr1	86527892	86528858	.	967	939
peak_948	chr1	86532039	86532844	.	806	507
peak_949	chr1	86582266	86582986	.	721	1363
peak_950	chr1	86587011	86587226	.	216	151
peak_951	chr1	86703682	86704042	.	361	258
peak_952	chr1	87035658	87036133	.	476	369
peak_953	chr1	87098685	87098888	.	204	89
peak_954	chr1	87143724	87144020	.	297	181
peak_955	chr1	87149366	87149782	.	417	249
peak_956	chr1	87174369	87174610	.	242	130
peak_957	chr1	87180975	87181264	.	290	160
peak_958	chr1	87201480	87201752	.	273	239
peak_959	chr1	87213734	87214568	.	835	1361
peak_960	chr1	87218113	87218258	.	146	101
peak_961	chr1	87246263	87246479	.	217	141
peak_962	chr1	87281722	87281973	.	252	145
peak_963	chr1	87326670	87327497	.	828	1171
peak_964	chr1	87541703	87541917	.	215	157
peak_965	chr1	87555088	87555364	.	277	144
peak_966	chr1	87580888	87581266	.	379	273
peak_967	chr1	87607436	87608094	.	659	461
peak_968	chr1	87608369	87608696	.	328	190
peak_969	chr1	87620024	87620888	.	865	691
peak_970	chr1	87621034	87622151	.	1118	777
peak_971	chr1	87623724	87623983	.	260	144
peak_972	chr1	87625212	87625772	.	561	427
peak_973	chr1	87626336	87626936	.	601	1491
peak_974	chr1	87632224	87632443	.	220	177
peak_975	chr1	87634656	87634856	.	201	111
peak_976	chr1	87637502	87637892	.	391	406
peak_977	chr1	87638070	87638685	.	616	332
peak_978	chr1	87639818	87640934	.	1117	1499
peak_979	chr1	87648762	87649155	.	394	167
peak_980	chr1	87650531	87651374	.	844	1078
peak_981	chr1	87651486	87651769	.	284	149
peak_982	chr1	87652428	87653053	.	626	283
peak_983	chr1	87657843	87658480	.	638	681
peak_984	chr1	87659056	87659852	.	797	970
peak_985	chr1	87723457	87723651	.	195	77
peak_986	chr1	87755686	87756552	.	867	1003
peak_987	chr1	87766310	87766526	.	217	173
peak_988	chr1	87796621	87796814	.	194	75
peak_989	chr1	87813648	87814083	.	436	329
peak_990	chr1	87824478	87824766	.	289	173
peak_991	chr1	87828178	87828816	.	639	1040
peak_992	chr1	87829494	87830076	.	583	463
peak_993	chr1	87846708	87847554	.	847	247
peak_994	chr1	87849346	87849901	.	556	806
peak_995	chr1	87851388	87851590	.	203	143
peak_996	chr1	87852865	87853605	.	741	940
peak_997	chr1	87856878	87857170	.	293	295
peak_998	chr1	87866589	87867047	.	459	478
peak_999	chr1	87871653	87872302	.	650	234
peak_1000	chr1	87875995	87876342	.	348	159
peak_1001	chr1	87900917	87901350	.	434	543
peak_1002	chr1	87912332	87912740	.	409	174
peak_1003	chr1	87933160	87933387	.	228	126
peak_1004	chr1	87934533	87934886	.	354	156
peak_1005	chr1	87935111	87935385	.	275	245
peak_1006	chr1	87960114	87960495	.	382	268
peak_1007	chr1	88008174	88008667	.	494	400
peak_1008	chr1	88094057	88094794	.	738	480
peak_1009	chr1	88094944	88095294	.	351	365
peak_1010	chr1	88126017	88126289	.	273	16
peak_1011	chr1	88144080	88144285	.	206	142
peak_1012	chr1	88211734	88215162	.	3429	946
peak_1013	chr1	88218050	88218474	.	425	96
peak_1014	chr1	88219070	88219953	.	884	261
peak_1015	chr1	88220344	88221688	.	1345	408
peak_1016	chr1	88223047	88224583	.	1537	459
peak_1017	chr1	88226676	88227837	.	1162	1162
peak_1018	chr1	88227991	88228670	.	680	170
peak_1019	chr1	88229479	88230808	.	1330	319
peak_1020	chr1	88231453	88236387	.	4935	1229
peak_1021	chr1	88236519	88239895	.	3377	937
peak_1022	chr1	88240011	88241280	.	1270	389
peak_1023	chr1	88242168	88247387	.	5220	1616
peak_1024	chr1	88247510	88251056	.	3547	949
peak_1025	chr1	88252134	88254075	.	1942	586
peak_1026	chr1	88254325	88257644	.	3320	1084
peak_1027	chr1	88257772	88258630	.	859	248
peak_1028	chr1	88259161	88262403	.	3243	932
peak_1029	chr1	88263380	88264197	.	818	177
peak_1030	chr1	88264580	88265392	.	813	232
peak_1031	chr1	88276606	88278131	.	1526	3886
peak_1032	chr1	88283814	88284028	.	215	120
peak_1033	chr1	88287244	88287868	.	625	358
peak_1034	chr1	88291572	88292590	.	1019	306
peak_1035	chr1	88299303	88299864	.	562	124
peak_1036	chr1	88300200	88302980	.	2781	662
peak_1037	chr1	88303812	88304857	.	1046	269
peak_1038	chr1	88424705	88424895	.	191	100
peak_1039	chr1	88456782	88456978	.	197	124
peak_1040	chr1	88474589	88474869	.	281	154
peak_1041	chr1	88509763	88510330	.	568	421
peak_1042	chr1	88562413	88562828	.	416	297
peak_1043	chr1	88567122	88567655	.	534	892
peak_1044	chr1	88573630	88573849	.	220	120
peak_1045	chr1	88576202	88576743	.	542	461
peak_1046	chr1	88586801	88587956	.	1156	2680
peak_1047	chr1	88588979	88589433	.	455	409
peak_1048	chr1	88635588	88636051	.	464	382
peak_1049	chr1	88636874	88637069	.	196	46
peak_1050	chr1	88642851	88643059	.	209	123
peak_1051	chr1	88652587	88653009	.	423	529
peak_1052	chr1	88654691	88655409	.	719	553
peak_1053	chr1	88657103	88657336	.	234	129
peak_1054	chr1	88658431	88658668	.	238	109
peak_1055	chr1	88699459	88699690	.	232	162
peak_1056	chr1	88701608	88702704	.	1097	1757
peak_1057	chr1	88705812	88706134	.	323	532
peak_1058	chr1	88745301	88745524	.	224	147
peak_1059	chr1	89042845	89043315	.	471	300
peak_1060	chr1	89069461	89070699	.	1239	2863
peak_1061	chr1	89078762	89079279	.	518	227
peak_1062	chr1	89234938	89235738	.	801	799
peak_1063	chr1	89454353	89455121	.	769	1061
peak_1064	chr1	89524438	89524697	.	260	154
peak_1065	chr1	89563519	89563720	.	202	128
peak_1066	chr1	89575026	89575433	.	408	235
peak_1067	chr1	89580031	89580271	.	241	157
peak_1068	chr1	89644079	89644490	.	412	545
peak_1069	chr1	89902298	89902542	.	245	143
